accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,tilt_x_deg,tilt_y_deg,vibration_rms_g,displacement_mm,crack_width_mm,label,risk_score,risk_status
0.0225,0.0084,1.0087,-0.623,-0.234,0.691,0.505,0.485,0.00594,0.17,0.13,0,9.9,LOW
0.0277,0.0945,0.9897,0.704,0.392,2.083,0.327,0.132,0.00214,0.03,0.0,0,7.9,LOW
0.022,-0.0091,0.9977,0.894,-0.427,-3.494,0.304,0.303,0.00207,0.13,0.002,0,9.2,LOW
-0.0355,0.0119,1.0058,1.634,-1.472,0.843,0.123,0.451,0.00551,0.02,0.0,0,8.7,LOW
-0.0424,0.0226,0.998,-0.402,0.284,0.015,0.388,0.743,0.00462,0.04,0.067,0,7.5,LOW
-0.0573,-0.0173,0.8956,0.186,1.313,-12.189,3.957,5.583,0.01466,6.79,0.534,1,98.1,CRITICAL
0.0225,-0.0424,1.0157,0.795,0.232,0.446,0.567,0.125,0.00512,0.0,0.0,0,8.9,LOW
0.0282,0.0107,1.0066,0.175,0.527,-0.764,0.454,0.545,0.00757,0.04,0.005,0,9.1,LOW
0.0227,-0.0105,0.9998,-0.439,0.85,-0.699,0.271,1.041,0.00729,0.0,0.144,0,10.0,LOW
0.0066,-0.0078,0.9844,-0.316,0.947,-0.042,0.568,0.619,0.00667,0.0,0.004,0,11.4,LOW
-0.0357,-0.0469,1.001,-1.107,0.911,0.481,0.112,1.122,0.00357,0.0,0.017,0,8.6,LOW
-0.0426,-0.018,0.9967,0.038,0.0,-1.332,0.271,0.916,0.0049,0.0,0.046,0,9.1,LOW
-0.0065,-0.0279,1.0014,-0.166,-0.066,0.535,0.829,0.391,0.00588,0.11,0.038,0,8.2,LOW
0.0597,-0.0959,0.887,-5.814,-7.301,-0.452,4.6,2.687,0.02976,4.01,1.348,1,89.5,CRITICAL
0.0049,0.009,0.9263,-7.278,2.55,8.309,5.781,2.108,0.02165,3.0,1.245,1,82.0,CRITICAL
0.0296,0.0403,1.0079,2.928,1.436,0.815,0.517,0.851,0.00768,0.0,0.072,0,14.8,LOW
0.0299,0.0468,0.9786,8.152,-1.583,-6.988,5.15,2.762,0.02435,3.28,0.725,1,69.7,HIGH
-0.0265,0.0175,0.9931,-1.584,-0.45,2.814,0.359,0.539,0.00578,0.0,0.0,0,11.6,LOW
-0.0349,-0.0419,1.0035,0.528,0.713,-1.67,0.48,0.536,0.00608,0.03,0.056,0,9.8,LOW
0.0441,0.0231,1.0051,-0.727,-1.744,-1.539,0.473,0.495,0.00453,0.04,0.0,0,10.0,LOW
0.0139,-0.0183,1.0024,0.129,1.12,-1.139,0.598,0.319,0.00304,0.07,0.071,0,8.0,LOW
-0.0027,-0.0446,1.0097,-0.124,0.46,-0.691,0.529,0.873,0.00808,0.02,0.0,0,11.3,LOW
0.051,0.0304,0.9877,0.971,1.424,0.61,0.569,0.18,0.00697,0.05,0.0,0,10.4,LOW
0.0068,0.0042,1.0222,0.861,0.198,-0.086,0.531,0.681,0.00356,0.0,0.032,0,11.8,LOW
0.0091,-0.0541,0.9954,-0.771,0.248,1.243,0.0,0.704,0.00525,0.0,0.0,0,7.5,LOW
0.0223,-0.025,0.9901,0.451,-2.034,0.148,0.385,0.107,0.00653,0.14,0.046,0,9.5,LOW
0.0009,-0.0276,0.9979,0.714,0.138,-0.742,1.19,0.279,0.00564,0.0,0.021,0,9.7,LOW
0.0102,-0.0116,1.0044,-1.399,0.86,-0.552,0.654,0.68,0.00779,0.04,0.0,0,11.2,LOW
0.0212,-0.0183,0.9884,-0.485,0.337,-0.842,0.287,0.766,0.00729,0.14,0.03,0,10.7,LOW
0.0212,-0.0202,0.9801,0.026,1.568,0.044,0.215,0.441,0.00494,0.1,0.016,0,10.7,LOW
-0.0018,0.0295,1.0052,-1.661,-0.403,0.091,0.457,0.558,0.00679,0.0,0.052,0,10.0,LOW
-0.0222,0.0206,1.0155,0.978,1.976,-0.059,0.632,0.549,0.00633,0.0,0.037,0,13.2,LOW
0.0207,-0.0167,1.0078,0.515,0.542,0.531,0.0,0.547,0.00736,0.0,0.045,0,7.6,LOW
0.0552,-0.0569,0.9219,0.048,-3.745,0.564,5.801,7.548,0.01507,9.06,0.148,1,98.1,CRITICAL
-0.0057,0.026,0.9976,-0.999,0.299,-0.045,0.508,0.354,0.00631,0.0,0.0,0,7.4,LOW
-0.0205,0.0287,1.0059,-0.966,1.256,0.217,0.915,0.528,0.00601,0.0,0.031,0,11.3,LOW
0.0123,0.0268,1.0143,-0.616,0.124,0.106,0.323,0.258,0.00806,0.1,0.099,0,9.3,LOW
-0.0469,0.0076,0.9996,-0.195,0.311,-0.213,0.343,0.301,0.00607,0.07,0.0,0,5.3,LOW
0.0559,0.0156,1.0053,1.023,-2.309,2.255,0.486,0.832,0.00382,0.19,0.0,0,12.9,LOW
0.001,-0.1338,0.9578,-1.167,-2.213,4.753,7.225,2.187,0.01029,2.56,0.004,1,62.4,HIGH
-0.009,0.0041,0.9961,0.833,-1.516,1.582,0.734,0.449,0.0033,0.05,0.0,0,10.1,LOW
0.027,-0.014,1.0064,-0.729,-1.09,0.029,0.192,0.905,0.00582,0.0,0.0,0,9.4,LOW
0.0035,-0.0217,0.9886,-0.438,-0.008,0.578,0.68,0.154,0.00484,0.06,0.042,0,8.5,LOW
0.1575,0.0428,0.9604,-6.854,-1.487,-2.393,0.224,5.593,0.02366,3.99,1.421,1,64.5,HIGH
0.0972,-0.0241,0.941,2.028,-4.866,10.568,4.37,5.5,0.00189,1.1,0.675,1,75.1,HIGH
-0.02,-0.0092,0.8621,8.39,0.859,3.241,5.53,0.98,0.02599,0.13,0.655,1,78.5,HIGH
0.1121,0.0547,0.9496,-2.085,1.136,-0.642,7.341,6.981,0.03263,5.3,0.149,1,92.2,CRITICAL
0.0038,0.0384,0.9975,1.088,2.238,0.528,0.285,0.926,0.00364,0.02,0.026,0,10.4,LOW
-0.0237,-0.0113,0.9961,-0.239,-0.179,0.808,0.0,0.118,0.0042,0.09,0.053,0,4.2,LOW
-0.0009,0.0296,1.024,1.226,0.061,-0.882,0.686,0.382,0.00541,0.0,0.0,0,13.0,LOW
-0.0662,-0.0437,0.9959,-0.708,0.398,-0.442,0.7,0.304,0.00446,0.0,0.0,0,7.6,LOW
0.1602,-0.0514,0.9399,2.646,3.987,-2.729,3.369,3.799,0.01778,0.0,0.236,1,55.5,MEDIUM
-0.0018,0.0161,1.0048,1.634,2.109,-1.288,0.886,0.61,0.00332,0.1,0.0,0,12.6,LOW
-0.0022,-0.0285,0.9949,1.189,-0.042,0.926,0.744,0.541,0.00768,0.0,0.0,0,10.7,LOW
0.0428,0.074,0.9363,12.837,6.765,-3.404,5.096,6.574,0.01957,10.48,1.296,1,100.0,CRITICAL
-0.121,-0.0001,0.873,0.236,9.972,1.194,5.152,3.966,0.01885,0.47,1.766,1,92.4,CRITICAL
-0.0033,0.009,0.9978,1.332,-0.755,-1.293,0.0,0.684,0.00393,0.14,0.0,0,7.6,LOW
0.0232,0.0944,0.993,-0.217,-0.33,0.345,0.791,0.0,0.00717,0.19,0.0,0,7.9,LOW
0.0228,-0.0044,1.007,-1.392,1.446,-1.127,0.449,0.634,0.00719,0.03,0.0,0,11.4,LOW
-0.0031,0.0029,1.0125,0.393,1.562,0.566,0.555,0.781,0.00378,0.13,0.0,0,11.8,LOW
0.0085,-0.0411,0.9995,-1.119,-0.002,1.004,0.474,0.485,0.00619,0.0,0.088,0,8.5,LOW
-0.008,0.0588,1.0075,0.471,-3.838,0.027,2.542,5.383,0.01941,3.05,0.6,1,53.9,MEDIUM
-0.0532,0.0338,0.9625,-5.841,-7.098,-1.306,4.723,3.311,0.01817,2.15,1.201,1,69.3,HIGH
-0.038,0.0297,0.9894,0.53,1.149,1.136,0.648,0.613,0.00366,0.0,0.0,0,10.8,LOW
0.0105,0.0104,0.9887,1.013,-0.359,-0.458,0.673,0.778,0.00415,0.04,0.0,0,11.1,LOW
0.0324,0.0013,0.9931,0.794,-0.503,-1.131,0.655,0.27,0.00605,0.01,0.0,0,9.1,LOW
-0.018,0.028,0.9879,-0.269,0.422,0.768,0.592,0.481,0.00414,0.0,0.023,0,9.4,LOW
0.0155,0.0196,0.9924,-1.649,-0.275,0.745,0.216,0.221,0.00388,0.0,0.013,0,7.2,LOW
0.025,0.0337,1.0005,-0.661,0.849,-0.491,0.526,0.102,0.00247,0.0,0.0,0,5.1,LOW
-0.0024,-0.0436,1.0167,1.906,-0.078,-0.864,0.408,0.749,0.00544,0.05,0.026,0,13.0,LOW
-0.0336,0.0841,0.9923,-4.992,-1.492,8.676,4.265,7.045,0.01942,8.29,0.554,1,87.1,CRITICAL
-0.0284,0.0037,1.0048,0.142,-0.321,-0.327,0.883,0.056,0.00523,0.0,0.0,0,7.0,LOW
-0.0113,0.0189,0.9922,0.599,-1.43,-0.986,0.888,0.439,0.00411,0.03,0.0,0,10.9,LOW
0.0321,-0.0436,0.9889,0.286,0.458,-1.474,0.623,0.961,0.00542,0.0,0.038,0,12.7,LOW
0.0824,-0.0208,0.8724,1.73,-6.184,-0.627,5.111,2.668,0.01796,10.96,1.447,1,100.0,CRITICAL
-0.0215,0.0071,1.0017,1.573,0.77,-0.116,0.13,0.334,0.00371,0.02,0.0,0,6.0,LOW
0.0206,-0.0105,0.9981,-0.776,-1.455,-1.355,0.448,0.766,0.00184,0.05,0.028,0,9.2,LOW
0.0033,0.017,0.9859,-0.145,0.675,0.265,0.194,0.617,0.00324,0.0,0.1,0,8.6,LOW
-0.0112,-0.0282,1.0148,-1.047,-1.142,-0.326,0.378,0.73,0.00301,0.0,0.083,0,11.1,LOW
-0.0043,0.0328,0.987,0.418,0.211,-0.253,0.568,0.462,0.00691,0.06,0.024,0,9.8,LOW
-0.0377,-0.0022,1.0123,0.935,0.392,0.162,0.202,0.945,0.00421,0.0,0.008,0,9.9,LOW
-0.044,-0.0185,1.0045,1.494,-1.425,-0.653,0.43,0.377,0.00481,0.01,0.0,0,8.8,LOW
-0.0044,0.0264,1.0049,0.206,-2.116,0.005,0.0,0.992,0.00485,0.0,0.0,0,9.6,LOW
-0.0423,0.0012,0.9844,0.131,0.872,-0.086,0.664,0.446,0.00407,0.01,0.108,0,10.7,LOW
0.0034,-0.026,0.9861,0.366,-0.498,0.482,0.733,0.185,0.00575,0.0,0.0,0,9.4,LOW
0.0533,-0.0981,0.9063,-4.074,5.372,-8.274,3.626,2.912,0.0299,0.0,1.06,1,75.2,HIGH
-0.0692,0.0661,0.9755,-0.808,-6.866,-1.363,0.318,1.572,0.01482,5.93,0.466,1,41.7,MEDIUM
-0.0112,-0.022,1.0045,-0.174,-1.666,-1.131,0.448,1.193,0.00508,0.17,0.0,0,12.4,LOW
0.0542,-0.0426,0.9998,-0.434,-0.109,0.565,0.737,0.243,0.00467,0.0,0.048,0,6.7,LOW
0.0175,-0.0008,1.0076,-0.35,0.602,1.325,0.472,0.252,0.00539,0.13,0.0,0,8.5,LOW
0.0104,0.0401,0.9911,0.458,1.743,-2.169,0.51,0.498,0.00756,0.11,0.084,0,12.9,LOW
-0.0136,-0.0209,1.0072,-0.307,1.215,1.777,0.685,0.701,0.00809,0.27,0.0,0,13.2,LOW
0.0125,0.055,1.0058,-0.002,-0.194,0.668,1.081,0.835,0.00274,0.0,0.0,0,10.7,LOW
0.0125,0.0056,0.9994,3.08,0.191,1.367,0.496,0.752,0.00518,0.06,0.005,0,11.9,LOW
-0.0345,0.0385,0.9883,0.508,-2.353,-1.957,0.345,0.647,0.00483,0.0,0.0,0,12.4,LOW
0.0764,0.1063,0.8581,-0.553,-3.798,2.668,0.639,2.229,0.01554,9.3,0.922,1,74.7,HIGH
0.0761,-0.021,1.0088,0.524,0.892,-0.661,0.221,0.373,0.0038,0.0,0.0,0,7.1,LOW
0.0083,-0.0044,0.9787,-1.021,1.717,0.462,0.179,0.666,0.00459,0.03,0.0,0,12.2,LOW
-0.0015,0.005,0.9952,-0.663,-1.171,0.312,0.914,0.071,0.00442,0.02,0.0,0,8.3,LOW
0.0498,-0.0392,0.9979,-0.885,0.905,0.704,0.652,0.52,0.00621,0.04,0.008,0,9.3,LOW
-0.0068,-0.0122,0.9949,-0.094,-2.226,-0.236,0.346,0.74,0.00395,0.0,0.01,0,10.0,LOW
-0.0256,0.0051,0.9941,-1.714,0.689,1.387,0.401,0.0,0.00687,0.15,0.004,0,8.6,LOW
0.0407,0.0259,1.0063,0.318,6.294,-1.563,3.483,4.875,0.01942,2.01,0.881,1,58.7,MEDIUM
0.0198,-0.0008,0.9869,0.229,-2.131,0.997,0.299,0.647,0.00301,0.02,0.04,0,11.1,LOW
0.0194,-0.0098,0.9962,1.052,-0.48,0.688,0.465,0.683,0.00399,0.04,0.01,0,8.7,LOW
-0.0027,-0.0256,0.9991,1.501,-2.001,-2.77,0.0,0.021,0.00336,0.12,0.0,0,7.1,LOW
0.1133,0.2528,0.9712,0.07,-7.758,6.945,4.3,6.49,0.02426,8.66,1.278,1,95.5,CRITICAL
-0.0121,-0.0307,1.0045,-0.193,0.245,-0.127,0.068,0.528,0.00567,0.0,0.0,0,5.5,LOW
0.0256,0.0112,0.9839,1.13,0.765,-0.754,0.5,1.136,0.00501,0.07,0.0,0,13.7,LOW
-0.0701,-0.032,0.9475,-1.211,-4.526,1.708,1.56,1.706,0.01489,8.53,1.729,1,61.2,HIGH
-0.0102,0.0069,0.9987,-0.114,-0.31,-0.593,0.711,0.251,0.00619,0.16,0.057,0,7.6,LOW
0.0045,-0.0204,1.01,0.589,-0.877,0.076,0.678,0.448,0.00539,0.0,0.0,0,9.7,LOW
-0.0527,-0.0131,0.8587,-3.275,5.005,1.895,0.0,5.561,0.04166,1.37,0.028,1,75.3,HIGH
0.0119,-0.0151,1.0007,-1.454,-0.511,1.464,0.328,0.504,0.00574,0.0,0.008,0,8.4,LOW
-0.1259,0.0434,0.868,-0.42,-3.142,2.491,5.241,4.871,0.02336,6.03,0.672,1,95.3,CRITICAL
-0.0457,0.0754,0.9415,-3.503,5.421,-1.331,5.785,3.461,0.03208,0.0,1.371,1,75.0,HIGH
-0.0472,-0.0066,0.9877,-0.495,-0.131,0.316,0.705,0.565,0.0041,0.09,0.069,0,10.2,LOW
-0.032,-0.0128,1.0041,0.719,-0.936,-1.963,0.513,0.728,0.00537,0.03,0.013,0,11.0,LOW
-0.0136,-0.0129,0.991,-0.69,-0.598,2.955,0.201,0.0,0.00576,0.0,0.0,0,9.0,LOW
0.0126,0.0386,0.9821,0.019,0.31,-0.833,0.46,0.27,0.00421,0.04,0.003,0,9.2,LOW
-0.0845,0.0286,0.9335,2.462,4.51,1.811,6.975,3.18,0.04269,5.05,1.097,1,90.5,CRITICAL
0.0269,-0.1279,0.9473,7.97,1.835,8.504,4.937,6.145,0.01386,3.83,1.027,1,89.5,CRITICAL
0.056,-0.0233,0.9882,-0.695,-0.37,-0.334,0.217,0.163,0.0033,0.0,0.0,0,6.2,LOW
-0.0411,0.0771,1.0082,-0.407,-0.336,0.028,0.191,0.682,0.00472,0.0,0.0,0,7.3,LOW
-0.0434,0.0104,0.967,-0.363,-2.336,2.897,3.497,7.322,0.00988,3.36,0.575,1,68.0,HIGH
0.0268,0.0203,0.989,-2.061,4.748,-0.805,7.564,2.545,0.02113,6.91,1.3,1,77.2,HIGH
-0.0257,0.0166,1.0002,-0.806,1.798,0.695,0.897,0.504,0.00526,0.09,0.0,0,10.5,LOW
0.107,0.0232,0.9828,-7.08,11.783,-0.722,6.224,5.824,0.02431,6.09,0.84,1,96.0,CRITICAL
-0.0834,-0.113,0.8965,-1.808,-3.563,-0.49,3.71,2.097,0.03677,7.9,0.949,1,81.5,CRITICAL
0.0275,-0.0411,0.9946,-0.31,-0.21,1.048,0.134,0.963,0.00073,0.0,0.027,0,7.5,LOW
-0.0446,0.1542,0.9831,-7.811,0.531,-8.432,1.506,4.658,0.04236,1.27,0.315,1,62.1,HIGH
-0.0318,-0.0231,1.0215,0.114,1.066,-0.703,0.107,0.018,0.00316,0.0,0.036,0,7.9,LOW
-0.1811,0.0048,0.9186,-1.667,-0.979,3.521,2.358,3.498,0.01139,6.12,0.499,1,63.9,HIGH
0.0496,-0.0093,0.9935,-0.162,0.31,0.998,0.697,0.444,0.00979,0.0,0.005,0,10.4,LOW
-0.0345,-0.0313,1.0043,0.045,-0.196,-1.853,0.594,0.857,0.00449,0.2,0.0,0,11.2,LOW
0.0178,0.0416,0.9959,0.051,0.262,0.059,0.351,0.399,0.00259,0.0,0.0,0,5.0,LOW
0.033,0.018,1.0099,-0.966,-0.536,0.319,0.752,0.587,0.0006,0.0,0.012,0,9.3,LOW
-0.0457,-0.0192,1.0002,0.159,-1.08,-1.014,0.32,1.022,0.00571,0.0,0.0,0,9.4,LOW
-0.0334,-0.0094,0.9313,-2.405,-2.301,5.172,4.644,4.368,0.01262,13.27,0.853,1,93.6,CRITICAL
0.0016,0.0114,0.9916,-0.381,-1.02,0.97,0.086,0.235,0.00796,0.04,0.0,0,7.6,LOW
0.0301,-0.0141,1.0116,1.497,0.219,1.135,0.462,0.271,0.00583,0.0,0.011,0,9.9,LOW
0.079,0.1508,1.0107,2.431,5.796,-4.161,6.907,5.92,0.03768,0.69,1.277,1,83.8,CRITICAL
0.0137,-0.0103,0.9865,-0.481,0.158,-0.842,0.48,0.079,0.00745,0.03,0.0,0,8.7,LOW
0.0057,0.008,0.9913,1.184,1.055,1.068,0.326,1.179,0.00514,0.0,0.0,0,12.2,LOW
0.0171,-0.0474,0.9826,-0.781,0.248,-1.693,0.532,0.273,0.00433,0.0,0.0,0,10.8,LOW
0.0244,-0.0261,0.9926,-1.69,-1.254,1.269,0.753,0.582,0.00618,0.06,0.039,0,12.7,LOW
-0.0064,-0.0241,0.9832,-0.202,0.593,0.393,0.549,0.269,0.007,0.13,0.004,0,10.1,LOW
-0.008,0.0533,0.999,0.452,1.059,0.033,0.843,0.435,0.00591,0.0,0.0,0,8.8,LOW
0.0091,0.0206,0.9841,0.961,-0.429,-0.303,0.841,0.328,0.00551,0.04,0.013,0,11.3,LOW
0.024,0.0138,1.0014,0.46,-0.202,-0.24,0.591,0.537,0.00796,0.22,0.0,0,8.5,LOW
-0.0159,0.005,0.9878,2.822,0.705,0.104,0.243,0.44,0.00585,0.14,0.0,0,11.6,LOW
0.0015,-0.003,0.9857,-1.168,-0.284,0.257,0.0,1.046,0.00265,0.04,0.0,0,9.8,LOW
-0.0414,-0.018,1.0226,-1.537,-1.526,0.939,0.325,0.586,0.00676,0.14,0.0,0,14.0,LOW
0.0371,0.0187,0.9951,1.669,-1.711,1.279,0.193,0.0,0.0063,0.08,0.0,0,7.9,LOW
0.0064,-0.0225,1.0059,1.491,1.739,-1.16,0.707,0.858,0.00399,0.0,0.0,0,12.5,LOW
-0.0102,-0.013,0.9968,0.758,-0.46,-0.494,0.232,0.403,0.00466,0.0,0.049,0,6.3,LOW
-0.0418,0.0413,0.9753,-0.064,1.53,-0.668,0.333,0.745,0.00491,0.13,0.0,0,13.5,LOW
0.0341,-0.0177,1.0062,-0.612,-1.0,-0.15,0.661,0.607,0.00631,0.0,0.0,0,10.0,LOW
0.0005,0.0307,1.0232,-0.062,0.069,-0.461,0.286,0.51,0.00249,0.0,0.061,0,9.6,LOW
0.0194,-0.0052,1.0014,0.43,-0.113,0.455,0.928,0.845,0.0016,0.0,0.007,0,8.8,LOW
0.0234,-0.0471,1.0036,-0.425,0.212,-2.943,0.926,0.707,0.00767,0.0,0.063,0,14.3,LOW
-0.0024,-0.0436,1.011,1.278,0.327,0.472,0.334,0.543,0.00387,0.0,0.001,0,9.0,LOW
-0.0089,0.0442,0.9978,-2.024,-0.865,-0.2,0.467,0.699,0.00763,0.1,0.0,0,10.9,LOW
-0.0018,-0.0193,1.014,-0.776,1.947,-0.56,0.31,0.758,0.0059,0.0,0.0,0,12.1,LOW
-0.0387,-0.0623,0.9691,1.157,0.672,-1.552,0.113,0.638,0.00644,0.0,0.064,0,14.5,LOW
-0.0293,-0.0602,0.9829,0.044,0.505,-0.39,0.289,0.361,0.00623,0.0,0.085,0,9.3,LOW
0.0198,-0.0216,1.0075,-0.732,0.128,0.732,0.758,0.616,0.00174,0.0,0.0,0,9.1,LOW
0.0522,-0.0113,1.0053,0.571,2.576,0.135,0.189,0.35,0.00225,0.0,0.0,0,7.9,LOW
-0.0234,-0.066,1.0069,-1.192,0.57,2.099,1.049,0.463,0.00357,0.0,0.0,0,12.2,LOW
0.0211,0.0166,1.0074,-0.091,-0.168,-3.26,0.822,0.592,0.00833,0.0,0.036,0,14.7,LOW
-0.0077,-0.0128,0.9906,-0.734,1.932,0.784,0.759,0.185,0.00493,0.0,0.017,0,10.5,LOW
0.0784,-0.0199,0.9939,-0.398,1.162,-1.433,0.394,0.301,0.00624,0.0,0.065,0,9.0,LOW
0.0746,-0.0435,0.9954,0.535,-1.478,-0.022,0.318,0.441,0.00691,0.03,0.003,0,8.5,LOW
0.0594,0.0097,0.9921,1.276,-0.492,1.161,0.812,0.04,0.00182,0.0,0.018,0,8.3,LOW
-0.0353,-0.0563,0.9557,-8.668,-0.278,-0.387,4.2,1.801,0.03411,5.73,1.433,1,74.7,HIGH
-0.0079,0.0132,0.994,1.297,-0.351,0.392,0.15,0.974,0.00411,0.01,0.019,0,9.1,LOW
0.0717,-0.0601,0.9383,-5.43,1.224,3.915,3.423,7.243,0.01388,9.9,0.327,1,90.8,CRITICAL
0.0389,-0.0223,1.0126,0.109,-2.363,-1.051,0.274,0.574,0.00517,0.0,0.0,0,11.3,LOW
0.0068,-0.0432,1.0003,0.989,-0.43,0.439,0.306,0.285,0.00367,0.02,0.056,0,5.6,LOW
0.0072,0.036,0.996,0.596,-1.566,0.727,0.4,1.016,0.0056,0.03,0.062,0,11.3,LOW
0.0175,-0.008,0.9976,-0.01,-1.168,-0.825,1.012,0.572,0.00178,0.0,0.0,0,9.5,LOW
0.0378,0.0274,1.0054,-1.387,-0.639,-1.506,0.391,0.672,0.00353,0.06,0.034,0,9.9,LOW
-0.0128,0.0189,0.9866,0.941,0.341,2.624,0.665,0.145,0.00306,0.0,0.033,0,11.2,LOW
-0.0268,0.0221,0.9601,-2.675,-6.246,-3.394,4.67,2.836,0.03202,6.29,1.062,1,76.9,HIGH
-0.0361,-0.0363,0.9962,-0.927,0.442,0.782,0.177,0.898,0.00812,0.0,0.004,0,9.5,LOW
0.0138,-0.0026,1.0087,-0.595,0.058,2.008,0.0,0.035,0.00585,0.07,0.055,0,7.2,LOW
0.0583,0.0324,0.9352,5.519,-1.969,6.771,0.0,4.283,0.01451,5.57,1.564,1,66.8,HIGH
0.0045,0.0092,1.0071,-0.239,0.632,0.08,1.079,0.636,0.00674,0.0,0.063,0,11.6,LOW
0.0169,-0.0404,1.0176,1.231,2.22,0.852,0.396,0.112,0.00473,0.0,0.0,0,11.0,LOW
-0.0313,-0.0039,1.008,0.371,0.693,-0.566,0.337,0.12,0.00579,0.08,0.033,0,6.9,LOW
-0.0201,0.0122,1.0151,0.995,-1.01,-0.249,0.0,0.564,0.0058,0.0,0.0,0,9.2,LOW
0.0337,-0.0604,1.0048,1.084,-0.285,-0.463,0.357,0.588,0.00368,0.05,0.027,0,7.9,LOW
-0.0412,-0.0122,1.0102,-0.554,0.379,0.917,0.0,0.837,0.00346,0.0,0.0,0,8.1,LOW
-0.021,0.0161,1.0217,1.245,0.281,-0.495,0.0,0.425,0.00476,0.0,0.0,0,9.5,LOW
0.0454,-0.0561,1.0023,0.013,-2.136,-0.233,0.46,0.548,0.00614,0.0,0.0,0,9.6,LOW
-0.0291,-0.0511,1.0263,-0.944,1.807,0.967,1.153,0.981,0.00646,0.02,0.057,0,19.4,LOW
-0.0132,-0.0021,0.9976,0.623,-0.007,-0.464,0.536,0.57,0.00412,0.01,0.002,0,7.3,LOW
-0.0223,0.0366,1.0204,1.398,-0.234,-2.561,0.566,0.863,0.00366,0.0,0.0,0,15.3,LOW
-0.0178,-0.0182,0.9906,-0.082,-0.6,0.009,0.562,0.468,0.00741,0.0,0.0,0,9.1,LOW
-0.0078,0.05,1.0084,-0.078,1.078,1.484,0.783,0.345,0.0083,0.02,0.009,0,11.5,LOW
0.0319,-0.0488,1.0062,0.74,-1.366,-0.819,0.402,0.38,0.00566,0.03,0.051,0,9.0,LOW
0.0275,0.0546,0.9788,2.045,-4.698,-1.865,4.937,3.071,0.02647,7.57,0.816,1,71.6,HIGH
0.0747,0.0101,1.0028,-0.044,1.735,1.551,0.138,0.508,0.00616,0.03,0.028,0,8.7,LOW
0.0466,-0.0019,1.0086,0.178,1.043,-0.803,0.989,0.812,0.0066,0.01,0.041,0,13.1,LOW
0.0213,0.0228,0.9973,1.477,-0.16,-0.031,0.408,1.321,0.00703,0.24,0.019,0,12.4,LOW
-0.118,0.1109,1.0173,7.637,-0.313,7.754,3.173,4.789,0.01256,6.08,1.69,1,76.0,HIGH
0.0455,-0.0181,0.9957,-0.767,0.784,-1.103,0.348,0.543,0.00647,0.06,0.0,0,8.8,LOW
0.018,-0.0363,1.0323,0.535,4.096,-0.49,7.179,5.397,0.0048,7.58,0.839,1,83.8,CRITICAL
0.0001,0.0077,1.001,-0.333,-0.201,0.332,0.109,0.915,0.00643,0.0,0.108,0,7.5,LOW
-0.0071,-0.077,1.0139,0.685,2.002,1.627,0.6,0.544,0.00761,0.01,0.0,0,13.7,LOW
0.0477,-0.0018,1.01,-0.093,0.276,-0.583,0.399,0.725,0.00387,0.0,0.0,0,8.6,LOW
-0.0229,-0.0496,0.9869,1.276,1.215,0.535,0.704,0.767,0.00831,0.0,0.0,0,13.8,LOW
-0.0295,0.0198,1.0017,0.346,0.445,1.434,0.61,0.367,0.00776,0.09,0.0,0,9.1,LOW
-0.0229,-0.0185,0.9988,-1.721,3.107,-2.863,0.72,1.089,0.00247,6.08,1.532,1,34.9,MEDIUM
0.0473,0.0347,1.0097,-0.212,0.759,0.663,0.431,0.435,0.0053,0.04,0.033,0,8.8,LOW
0.0086,-0.0314,0.9921,0.329,0.678,-0.306,0.337,0.521,0.00318,0.02,0.0,0,7.2,LOW
0.0477,-0.005,1.0042,0.615,-0.21,-1.037,0.299,1.076,0.00569,0.0,0.005,0,9.9,LOW
-0.0304,-0.0222,1.0075,-1.339,1.312,-0.252,1.007,0.717,0.00355,0.0,0.0,0,12.3,LOW
-0.0266,-0.0452,0.9996,-0.404,-0.576,0.119,0.782,0.229,0.0056,0.0,0.05,0,7.1,LOW
0.0056,0.0207,0.9976,0.472,0.328,1.034,0.619,0.757,0.00672,0.0,0.04,0,10.0,LOW
0.037,0.0149,1.0039,0.154,0.922,0.197,0.549,0.0,0.00471,0.0,0.0,0,5.8,LOW
-0.0002,-0.0426,0.9962,-0.325,-0.296,-0.405,0.0,0.0,0.00453,0.0,0.0,0,3.0,LOW
-0.0396,-0.0557,0.9946,-0.837,-0.617,-1.268,0.685,0.213,0.006,0.08,0.0,0,9.1,LOW
0.0273,0.0286,0.9995,-0.89,-0.484,0.599,1.144,0.898,0.00364,0.0,0.004,0,11.1,LOW
-0.0437,0.0477,0.9988,0.124,-0.353,0.343,0.626,0.376,0.00136,0.14,0.011,0,5.8,LOW
0.0461,-0.2711,0.9739,-6.745,-0.332,2.296,3.216,6.515,0.0146,8.6,0.571,1,79.3,HIGH
-0.0161,-0.0237,1.0001,-0.081,0.382,-0.281,0.56,0.91,0.007,0.0,0.0,0,8.7,LOW
0.0372,0.0522,0.986,-0.257,0.664,1.818,0.528,0.35,0.00762,0.0,0.0,0,11.5,LOW
-0.0015,0.0193,1.016,-1.01,-0.125,0.789,0.273,0.098,0.00221,0.0,0.0,0,7.3,LOW
